Eesnimi;Perenimi;Sugu;Sünniaeg;Surnud;Asula;Tüüp;Maakond
Kati;Roosileht;N;1952-06-04;0000-00-00;Vana-Sonda;küla;Ida-Virumaa
Pille-Riin;Koort;N;1954-08-18;1979-10-09;;;
Mariin;Vaher;N;1958-01-09;0000-00-00;Koobassaare;küla;Valgamaa
Nelli;Orlov;N;1944-11-17;0000-00-00;Kolga;alevik;Harjumaa
Märt;Loorits;M;1989-12-11;1992-04-11;;;
Kasper;Männiste;M;1967-12-05;0000-00-00;Imavere;küla;Saaremaa
Marion;Kaljurand;N;1932-02-05;0000-00-00;Raaduvere;küla;Jõgevamaa
Jörgen;Jürgenson;M;1992-07-12;0000-00-00;Epra;küla;Viljandimaa
Jelizaveta;Kaljula;N;1930-01-21;0000-00-00;Peetrimõisa;küla;Põlvamaa
Arko;Denissov;M;1903-12-01;1921-11-17;;;
Georg;Maripuu;M;1997-12-16;0000-00-00;Pimestiku;küla;Ida-Virumaa
Ants;Oks;M;1945-02-28;1983-11-07;;;
Jan Erik;Villemson;M;1980-08-02;0000-00-00;Ula;küla;Saaremaa
Reti;Kirss;N;1923-01-21;1924-06-26;;;
David;Nazarov;M;1982-04-17;2018-08-04;;;
Tiit;Tamme;M;1971-04-23;0000-00-00;Piha;küla;Pärnumaa
Ernst;Klavan;M;1961-02-11;0000-00-00;Haabneeme;alevik;Harjumaa
Andrei;Tamme;M;1942-05-02;1961-02-23;;;
Mariell;Laan;N;1922-01-11;1975-06-18;;;
Christian;Ilves;M;1950-12-21;0000-00-00;Oonurme;küla;Ida-Virumaa
Liana;Davõdov;N;1979-07-16;0000-00-00;Salu;küla;Tartumaa
Annabella;Popov;N;1974-01-21;1978-10-10;;;
Sanna;Jürgens;N;1915-11-23;1942-05-05;;;
Anne;Štšerbakov;N;2008-09-09;0000-00-00;Purku;küla;Raplamaa
Brigita;Lepp;N;1925-01-23;0000-00-00;Ojaküla;küla;Lääne-Virumaa
Eveli;Mäeots;N;1951-09-22;0000-00-00;Pähni;küla;Võrumaa
Annely;Püvi;N;2010-02-14;0000-00-00;Samliku;küla;Pärnumaa
Karol;Kikkas;M;1948-03-07;2002-07-05;;;
Filipp;Post;M;1915-07-23;0000-00-00;Prandi;küla;Järvamaa
Juulia;Raidma;N;1948-08-24;1973-12-23;;;
Marion;Lepp;N;1907-06-27;1989-09-22;;;
Pavel;Jakobson;M;1925-12-22;2008-10-21;;;
Elin;Võsu;N;1989-03-16;0000-00-00;Hinniala;küla;Võrumaa
Rahel;Kurm;N;1988-01-19;2010-01-24;;;
Anna-Liisa;Bõstrov;N;1934-11-15;1938-07-24;;;
Grethel;Michelson;N;2003-06-23;0000-00-00;Treimani;küla;Pärnumaa
Hugo;Männiste;M;2007-07-19;2015-02-22;;;
Reena;Kink;N;1963-02-16;1966-06-09;;;
Tairi;Saar;N;1991-05-18;0000-00-00;Mõisamäe;küla;Võrumaa
Kristiin;Saare;N;1909-10-20;0000-00-00;Villike;küla;Võrumaa
Maret;Kolesnik;N;1902-01-31;1994-12-06;;;
Kadi-Liis;Mikelsaar;N;1966-02-15;0000-00-00;Mõisanurme;küla;Tartumaa
Lotta;Pruul;N;1990-06-26;0000-00-00;Palupere;küla;Jõgevamaa
Merili;Valk;N;1926-06-05;2017-08-25;;;
Ailen;Paju;N;1972-06-10;0000-00-00;Kuura;küla;Võrumaa
Janari;Filippov;M;1945-10-24;2006-10-02;;;
Reili;Poom;N;1993-09-10;2005-08-27;;;
Natali;Mark;N;1936-06-13;1940-01-08;;;
Elmar;Võsu;M;2017-09-28;2018-07-11;;;
Lev;Müürsepp;M;1928-04-14;1950-04-30;;;
Käti;Smirnov;N;1988-06-27;0000-00-00;Voika;küla;Tartumaa
Avely;Frolov;N;1925-10-26;1940-06-13;;;
Nelli;Štšerbakov;N;1926-12-24;2014-08-29;;;
Lea;Leppik;N;1913-05-07;2017-10-23;;;
Kaili;Tiik;N;1921-04-28;0000-00-00;Sulu;küla;Raplamaa
Anet;Moroz;N;2009-03-05;2013-03-02;;;
Ailen;Vaher;N;1930-05-04;0000-00-00;Riiassaare;küla;Viljandimaa
Kaili;Maasik;N;1931-02-21;2009-12-19;;;
Gertu;Matvejev;N;1949-05-30;0000-00-00;Karuste;küla;Saaremaa
Karl-Eerik;Kiisk;M;1906-02-03;1993-03-28;;;
Evelyn;Olesk;N;2017-08-02;0000-00-00;Pajualuse;küla;Ida-Virumaa
Ken;Trei;M;1994-03-26;0000-00-00;Salmistu;küla;Harjumaa
Merje;Laur;N;1942-02-21;0000-00-00;Saarde;küla;Pärnumaa
Remy;Kõiv;M;1943-01-27;1944-02-15;;;
Aleksandra;Soon;N;1933-04-28;2018-06-17;;;
Elena;Järve;N;1902-09-17;1973-09-18;;;
Roomet;Kask;M;1976-07-21;0000-00-00;Enge;küla;Pärnumaa
Heiki;Sokolov;M;1987-03-17;0000-00-00;Pääväkese;küla;Põlvamaa
Tomi;Antonov;M;1984-10-17;2019-07-21;;;
Ruth;Jõe;N;1940-06-13;0000-00-00;Laagri;alevik;Harjumaa
Madli;Tammik;N;1984-04-26;0000-00-00;Rõngu;alevik;Tartumaa
Riko;Maslov;M;1947-11-06;0000-00-00;Huuksi;küla;Järvamaa
Evgeniya;Jefimov;N;2001-05-25;2018-03-18;;;
Mihhail;Maidla;M;1937-12-28;2005-04-05;;;
Yury;Zahharov;M;1990-06-05;1995-10-26;;;
Caroly;Saveljev;N;2002-02-10;0000-00-00;Riidamäe;küla;Harjumaa
Karli;Allik;M;1916-05-06;0000-00-00;Ortumäe;küla;Võrumaa
Kerdo;Kaljula;M;1976-01-06;2016-05-01;;;
Jako;Oja;M;2009-02-10;2018-07-09;;;
Johan;Laan;M;2014-09-25;0000-00-00;Tammiku;küla;Lääne-Virumaa
Morten;Pihlak;M;2013-10-24;0000-00-00;Tiastõ;küla;Võrumaa
Alvar;Melnik;M;2011-01-26;0000-00-00;Selja;küla;Raplamaa
Monika;Maksimov;N;1961-09-01;2015-10-01;;;
Leanika;Smirnov;N;1925-09-25;0000-00-00;Antkruva;küla;Võrumaa
Sebastian;Fedotov;M;1910-03-31;1973-05-12;;;
Sebastian;Abderhalden;M;1911-03-02;1983-08-15;;;
Eliisabet;Kruglov;N;1966-04-11;2008-02-20;;;
Brigitta;Raadik;N;2012-12-07;0000-00-00;Kannu;küla;Võrumaa
Frederik;Sillaots;M;1912-06-16;2019-10-08;;;
Serafima;Abel;N;1969-11-25;0000-00-00;Kose;küla;Ida-Virumaa
Reio;Loorits;M;1907-02-06;1954-06-09;;;
Laura Liisa;Denissov;N;1917-04-13;0000-00-00;Ellamaa;küla;Harjumaa
Riin;Vahter;N;1912-08-16;0000-00-00;Marna;küla;Viljandimaa
Arnold;Karpov;M;1952-07-20;1987-08-16;;;
Mare;Pukk;N;1954-10-17;1968-06-25;;;
Anton;Soosaar;M;1956-12-10;0000-00-00;Mõisaküla;küla;Saaremaa
Inge;Kass;N;1968-09-11;0000-00-00;Valtina;küla;Valgamaa
Pärtel;Gusev;M;1902-02-18;0000-00-00;Matjama;küla;Tartumaa
Victoria;Hunt;N;1919-11-04;1964-08-10;;;
Irena;Lumiste;N;1946-03-13;1981-04-12;;;
Anna-Liisa;Täht;N;1945-12-27;1953-11-17;;;
Max;Mölder;M;2016-06-01;0000-00-00;Kõrkküla;küla;Ida-Virumaa
Hendri;Põdra;M;2000-12-12;0000-00-00;Aimla;küla;Viljandimaa
Aleksandr;Ilves;M;1939-10-21;1951-05-11;;;
Merili;Tuisk;N;1961-09-13;2013-10-01;;;
Johanna;Laanemets;N;1950-11-29;0000-00-00;Purka;küla;Võrumaa
Valdur;Taal;M;1948-07-02;2000-02-09;;;
Janar;Lääts;M;1903-12-28;1990-09-01;;;
Matthias;Karpova;M;2008-07-03;2018-09-17;;;
Simo;Rosin;M;1972-02-04;0000-00-00;Mustoja;küla;Lääne-Virumaa
Maxim;Pajula;M;1935-07-31;1937-08-30;;;
Konstantin;Vaino;M;1979-09-18;0000-00-00;Lemmikküla;küla;Läänemaa
Mattias;Kokk;M;1983-03-01;2014-08-18;;;
Gervin;Jeršov;M;1939-04-22;0000-00-00;Odulemma;küla;Harjumaa
Lea;Lumiste;N;1992-02-05;0000-00-00;Rannajõe;küla;Läänemaa
Varvara;Kudrjavtsev;N;1933-07-05;1935-05-27;;;
Annemari;Fomin;N;1901-04-16;0000-00-00;Väike-Maarja;alevik;Lääne-Virumaa
Rait;Laks;M;1905-07-20;0000-00-00;Aidu;küla;Ida-Virumaa
Sergei;Kaur;M;1930-04-23;1947-08-29;;;
Lars;Kuusik;M;1975-01-09;2015-07-14;;;
Loore;Jaanson;N;1940-06-21;1985-02-02;;;
Andrey;Kriisa;M;1968-09-09;0000-00-00;Pööra;küla;Jõgevamaa
Enrico;Filatov;M;1915-10-24;1985-09-21;;;
Saara;Rand;N;1994-06-22;0000-00-00;Jursi;küla;Saaremaa
Milana;Aas;N;1946-09-04;0000-00-00;Kärevere;küla;Tartumaa
Gerttu;Lätt;N;1928-06-10;0000-00-00;Tänassilma;küla;Harjumaa
Deivid;Kuusik;M;1993-11-03;2007-10-01;;;
Mia;Randmaa;N;1902-12-15;0000-00-00;Kaagna;küla;Põlvamaa
Gregori;Klaas;M;1926-07-25;1935-07-31;;;
Valdur;Poom;M;1996-02-11;2014-04-23;;;
Kristella;Kasemets;N;1912-07-04;0000-00-00;Hulaku;küla;Võrumaa
Angelika;Kaasik;N;1971-08-21;0000-00-00;Ridasi;küla;Saaremaa
Gerdo;Kiis;M;1957-06-03;0000-00-00;Lagedi;alevik;Harjumaa
Johan;Lauri;M;2018-02-14;2019-06-16;;;
Airi;Pulk;N;1906-08-22;0000-00-00;Lehtmetsa;küla;Saaremaa
Danil;Kalamees;M;1998-05-08;0000-00-00;Kaagjärve;küla;Valgamaa
Andra;Siim;N;1954-08-26;0000-00-00;Neeruti;küla;Lääne-Virumaa
Feliks;Kaljurand;M;1918-05-19;0000-00-00;Uusvada;küla;Võrumaa
Lija;Kisseljov;N;1977-06-16;0000-00-00;Allikotsa;küla;Läänemaa
Anne-Liis;Jürgens;N;1911-07-01;0000-00-00;Laheküla;küla;Saaremaa
Maribel;Sidorov;N;1926-12-31;0000-00-00;Möldre;küla;Valgamaa
Karita;Sillaots;N;1948-05-07;0000-00-00;Jursi;küla;Saaremaa
Enely;Powell;N;1913-08-09;1921-02-05;;;
Taavet;Tooming;M;1969-04-09;0000-00-00;Ula;küla;Saaremaa
Armo;Mann;M;1941-12-17;1965-10-07;;;
Raner;Hoffmann;M;1929-06-26;2017-05-27;;;
Gunnar;Egorov;M;1989-12-06;2005-06-14;;;
Karl Erik;Jalakas;M;1939-10-01;0000-00-00;Väike-Rahula;küla;Saaremaa
Signe;Jefimov;N;1979-10-11;0000-00-00;Seli;küla;Raplamaa
Kristella;Liivak;N;2004-10-06;2016-08-03;;;
Jaanika;Paas;N;1988-06-23;2007-03-04;;;
Kairit;Kikkas;N;1950-10-13;1962-05-11;;;
Natalija;Lehtla;N;2014-08-19;0000-00-00;Vanaküla;küla;Põlvamaa
Karl Mihkel;Soots;M;1919-10-25;0000-00-00;Mulgi;küla;Viljandimaa
Simmo;Arula;M;1911-06-14;1998-07-23;;;
Enn;Sokk;M;2013-11-28;2014-09-24;;;
Anders;Jõe;M;2000-10-30;2001-10-22;;;
Maria;Olesk;N;1929-11-03;0000-00-00;Purtsi;küla;Valgamaa
Valentina;Härm;N;1945-01-27;1969-03-16;;;
Roberta;Hunt;N;2000-03-23;0000-00-00;Õuna;küla;Jõgevamaa
Elerin;Tammet;N;1919-01-03;0000-00-00;Koila;küla;Lääne-Virumaa
Sebastian;Medvedev;M;1908-05-25;1981-08-05;;;
Carina;Aus;N;1981-02-09;1982-10-08;;;
Raner;Pärtel;M;2005-06-25;2019-11-06;;;
Tomas;Ots;M;1904-01-27;0000-00-00;Roobaka;küla;Saaremaa
Janete;Mann;N;1991-09-26;0000-00-00;Laho;küla;Põlvamaa
Greta;Aus;N;1962-10-23;0000-00-00;Kolila;küla;Läänemaa
Marti;Kazakov;M;1926-11-26;1944-03-04;;;
Heidy;Juhanson;N;1920-11-26;0000-00-00;Urvaste;küla;Võrumaa
Ken-Martin;Nõmmik;M;1902-06-24;0000-00-00;Tempa;küla;Hiiumaa
Kaili;Sibul;N;1942-09-18;0000-00-00;Põlliku;küla;Raplamaa
Jaak;Mölder;M;1965-04-05;1997-06-02;;;
Mihkel;Mölder;M;1901-12-12;1927-07-19;;;
Markkus;Kaur;M;1940-12-27;0000-00-00;Roostoja;küla;Ida-Virumaa
Roberta;Kärner;N;1922-02-14;0000-00-00;Rõuge;alevik;Võrumaa
Cassandra;Laas;N;1943-04-29;0000-00-00;Audevälja;küla;Harjumaa
Eliisa;Vares;N;1989-01-12;0000-00-00;Ühtri;küla;Hiiumaa
Marianne;Žukov;N;1997-03-07;0000-00-00;Pällastvere;küla;Järvamaa
Marilin;Aru;N;1937-04-24;1951-07-02;;;
Oskar;Vähi;M;1919-03-31;2017-04-14;;;
Karl Erik;Allas;M;1995-01-17;1996-10-01;;;
Dario;Pent;M;1954-11-18;0000-00-00;Habaja;küla;Harjumaa
Kaupo;Jakobson;M;1909-05-18;0000-00-00;Haabneeme;alevik;Harjumaa
Anna Liisa;Ševtšenko;N;2015-01-05;2019-07-28;;;
Taisi;Puusepp;N;1932-12-05;1985-05-01;;;
Maido;Suvorov;M;1900-04-13;0000-00-00;Võrkla;küla;Lääne-Virumaa
Eleonora;Ivask;N;1972-06-23;1990-06-11;;;
Ksenija;Laht;N;1913-09-20;0000-00-00;Aidu-Sooküla;küla;Ida-Virumaa
Helina;Kaljurand;N;1955-12-13;1987-08-09;;;
Kristen;Abbt;M;1947-03-05;0000-00-00;Viilupi;küla;Hiiumaa
Jan Markus;Nurm;M;1907-07-28;1961-09-22;;;
Günther;Laine;M;1965-06-23;0000-00-00;Kose;küla;Pärnumaa
Katri;Ilves;N;1961-01-02;1967-11-22;;;
Eva Maria;Solovjov;N;1940-01-17;0000-00-00;Kõduküla;küla;Jõgevamaa
Silja;Kutsar;N;1907-01-25;0000-00-00;Maetsma;küla;Ida-Virumaa
Britt;Konstantinov;N;1931-09-14;0000-00-00;Suuresadama;küla;Hiiumaa
Annabel;Kõiv;N;1942-07-07;1946-08-25;;;
Eveli;Nikiforov;N;1989-09-09;0000-00-00;Päärdu;küla;Raplamaa
Kauri;Vähi;M;1953-03-15;2006-04-03;;;
Mariell;Muru;N;1961-12-27;0000-00-00;Kernu;küla;Harjumaa
Polina;Poljakov;N;1940-09-23;0000-00-00;Oese;küla;Raplamaa
Stenver;Arrak;M;1992-05-15;2014-12-28;;;
Reigo;Vlassov;M;1927-06-07;0000-00-00;Varnja;alevik;Tartumaa
Anette;Peterson;N;1959-02-06;1999-06-13;;;
Konstantin;Karu;M;1912-04-13;0000-00-00;Võhma;küla;Lääne-Virumaa
Janno;Mitt;M;1990-11-27;0000-00-00;Seidla;küla;Järvamaa
Alla;Afanasjev;N;1915-08-13;0000-00-00;Viidu;küla;Saaremaa
Katriin;Sutt;N;1961-07-02;1971-10-22;;;
Marju;Nikolaev;N;1966-03-22;0000-00-00;Kükita;küla;Jõgevamaa
Eduard;Naumov;M;1978-10-05;0000-00-00;Kadõni;küla;Võrumaa
Karl Martin;Kallaste;M;1927-10-25;0000-00-00;Säässaare;küla;Põlvamaa
Õnnela;Gromov;N;1908-09-20;1923-02-28;;;
Rando;Vahter;M;1965-04-22;0000-00-00;Lehtse;alevik;Lääne-Virumaa
Kristin;Safronov;N;1990-11-02;0000-00-00;Nursi;küla;Võrumaa
Jelena;Raidma;N;1994-08-10;2004-02-28;;;
Nadežda;Kala;N;1992-10-07;1996-04-23;;;
Gretel;Reinke;N;1942-10-06;1987-11-26;;;
Aire;Liblik;N;1945-08-05;0000-00-00;Tiitsuotsa;küla;Saaremaa
Anton;Sulg;M;1910-05-29;1986-07-19;;;
Sirly;Lass;N;1962-07-15;0000-00-00;Austla;küla;Saaremaa
Jessica;Abel;N;1947-09-05;1954-12-10;;;
Hedvig;Mäe;N;1925-07-06;0000-00-00;Valkse;küla;Harjumaa
Ronald;Loginov;M;1914-09-21;1939-05-18;;;
Margus;Pukk;M;2005-09-13;0000-00-00;Suursoo;küla;Harjumaa
Kaie;Makarov;N;1978-05-13;0000-00-00;Aruste;küla;Saaremaa
Arvo;Korol;M;1975-07-12;0000-00-00;Jälevere;küla;Viljandimaa
Trevor;Rüütel;M;1913-03-28;1917-11-18;;;
Ken;Käsper;M;1947-03-25;1982-01-29;;;
Dariya;Vaher;N;1930-05-02;1976-11-10;;;
Katrin;Kokk;N;1987-02-11;0000-00-00;Tsolli;küla;Võrumaa
Alice;Nikolaev;N;1965-05-31;1985-01-07;;;
Sofija;Toom;N;1999-12-10;0000-00-00;Selja;küla;Lääne-Virumaa
Feliks;Loorits;M;1992-12-08;2019-01-11;;;
Kaupo;Mets;M;1975-11-24;0000-00-00;Asva;küla;Saaremaa
Maarja-Liisa;Denissov;N;2010-09-23;2012-04-23;;;
Getrin;Laanemets;N;1968-12-24;2010-02-18;;;
Olivia;Lukk;N;1914-10-25;1915-03-21;;;
Margarita;Randmaa;N;1986-04-08;1992-09-13;;;
Sofia;Mark;N;1951-07-23;1960-07-01;;;
Eeva;Sergejev;N;1945-05-28;0000-00-00;Keeri;küla;Tartumaa
Juliana;Kuznetsov;N;1950-05-20;0000-00-00;Kohala-Eesküla;küla;Lääne-Virumaa
Auli;Kattai;N;1939-12-18;0000-00-00;Raudsepä;küla;Võrumaa
Mirko;Sikk;M;1930-07-18;1937-01-01;;;
Matti;Kink;M;1922-01-08;1968-11-21;;;
Kairo;Abderhalden;M;1954-08-30;0000-00-00;Poama;küla;Hiiumaa
Kairo;Taal;M;2012-04-29;2015-02-08;;;
Kärol;Mägi;N;1978-10-18;1981-01-05;;;
Marina;Bogdanov;N;1954-12-22;0000-00-00;Odivere;küla;Jõgevamaa
Danil;Pärnpuu;M;1989-02-18;0000-00-00;Tarva;küla;Pärnumaa
Jevgenija;Kikkas;N;1916-01-19;2010-10-06;;;
Stella;Klaas;N;1953-03-15;0000-00-00;Täpsi;küla;Pärnumaa
Hendrik;Saveljev;M;1959-03-21;2017-07-30;;;
Ly;Kärner;N;1946-09-24;0000-00-00;Liiva;küla;Saaremaa
Gabriel;Smirnov;M;1981-04-11;0000-00-00;Arukse;küla;Lääne-Virumaa
Jarl;Kadak;M;1939-03-18;2015-01-08;;;
Keijo;Kasak;M;1970-03-01;0000-00-00;Luguse;küla;Hiiumaa
Mairon;Powell;M;1968-10-20;2015-04-04;;;
Merilyn;Parts;N;1945-10-26;1988-12-17;;;
Alina;Niit;N;1971-02-12;0000-00-00;Tessova;küla;Võrumaa
Kreete;Sillaste;N;2007-12-04;2012-05-11;;;
Mariliis;Raud;N;2014-10-16;0000-00-00;Peetri;alevik;Järvamaa
Annemari;Põder;N;1987-04-10;2019-06-25;;;
Carol;Kuzmin;N;1975-11-16;2004-11-12;;;
Adelina;Rätsep;N;1945-02-12;1997-09-28;;;
Jan-Erik;Vähi;M;1957-09-13;0000-00-00;Kernu;küla;Harjumaa
Xenia;Hõbe;N;1960-10-28;1992-11-07;;;
Eva-Maria;Lokk;N;1986-10-24;0000-00-00;Puise;küla;Läänemaa
Jaana;Sikorski;N;1975-05-01;0000-00-00;Tempa;küla;Hiiumaa
Oksana;Green;N;1954-07-02;0000-00-00;Valingu;küla;Harjumaa
Ivo;Palu;M;1936-03-31;0000-00-00;Kohatu;küla;Harjumaa
Fjodor;Vill;M;1926-04-11;0000-00-00;Ollepa;küla;Järvamaa
Rinat;Mänd;M;1931-09-23;0000-00-00;Uniküla;küla;Tartumaa
Elmar;Ott;M;1910-08-19;0000-00-00;Lehu;küla;Pärnumaa
Gerdi;Viik;N;1988-09-09;0000-00-00;Muratsi;küla;Saaremaa
Kaja;Panov;N;1992-06-10;2007-03-22;;;
Raivo;Männiste;M;1943-08-26;0000-00-00;Kipastu;küla;Tartumaa
Marianne;Kuzmin;N;1966-04-03;2019-02-17;;;
Artemi;Kivi;M;1999-09-25;0000-00-00;Särgla;küla;Tartumaa
Helle;Luht;N;1979-12-21;0000-00-00;Ligema;küla;Hiiumaa
Dariya;Kattai;N;2003-10-17;0000-00-00;Metstaga;küla;Võrumaa
Saskia;Kurm;N;1943-05-15;1989-10-06;;;
Ranar;Johanson;M;1995-08-10;0000-00-00;Veskimäe;küla;Viljandimaa
Getrin;Fomin;N;1923-10-08;1961-01-31;;;
Karl Johannes;Saks;M;1953-11-03;2004-10-10;;;
Thomas;Laur;M;1905-12-08;1998-05-22;;;
Kristin;Anissimov;N;1988-08-07;2013-02-26;;;
Mattias;Toome;M;1925-05-12;1933-01-05;;;
Kätriin;Aasa;N;1949-01-04;2010-04-29;;;
Valeria;Jürgenson;N;1948-05-30;0000-00-00;Anikatsi;küla;Viljandimaa
Pärtel;Michelson;M;1911-06-11;1976-04-28;;;
Janely;Lumiste;N;1925-05-04;2014-09-11;;;
Sireli;Puusepp;N;2000-06-24;2019-10-19;;;
Aaron;Tomingas;M;1904-01-05;2009-04-06;;;
Keiro;Teesalu;M;1905-02-25;1973-08-22;;;
Silvia;Hallik;N;1938-08-18;0000-00-00;Tiheda;küla;Jõgevamaa
Enriko;Mölder;M;1973-01-04;2012-01-24;;;
Julia;Kikas;N;1953-12-26;0000-00-00;Undla;küla;Lääne-Virumaa
Keith;Salumets;M;1944-12-13;0000-00-00;Emmu;küla;Pärnumaa
Sulev;Aasmäe;M;1936-08-08;0000-00-00;Laatre;küla;Viljandimaa
Dominik;Vaino;M;1972-06-16;1999-05-10;;;
Reigo;Vähi;M;1936-05-15;0000-00-00;Veske;küla;Saaremaa
Kerti;Volkov;N;1930-01-22;0000-00-00;Vanausse;küla;Viljandimaa
Carlos;Kask;M;1949-04-25;0000-00-00;Surva;küla;Viljandimaa
Carol;Roosileht;N;1919-08-06;0000-00-00;Karilatsi;küla;Põlvamaa
Lidia;Truu;N;1940-07-14;2007-12-06;;;
Markus;Kriisa;M;1900-05-06;0000-00-00;Veere;küla;Saaremaa
Marten;Hanson;M;1952-01-19;1954-02-09;;;
Ethel;Peterson;N;1948-12-05;0000-00-00;Oju;küla;Saaremaa
Gerda;Kalamees;N;1998-08-19;2011-09-24;;;
Aivo;Arro;M;1911-10-14;1923-10-16;;;
Lilian;Pruul;N;1991-08-02;2016-04-14;;;
Rein;Novikov;M;2001-07-23;0000-00-00;Maantee;küla;Saaremaa
Eret;Konovalov;N;1954-08-24;1989-11-03;;;
Janet;Õunapuu;N;1907-03-19;0000-00-00;Anijala;küla;Saaremaa
Ronald;Põllu;M;1917-03-20;0000-00-00;Veere;küla;Saaremaa
Rein;Kesküla;M;2008-09-01;2009-06-15;;;
Merilyn;Tooming;N;1915-07-15;0000-00-00;Linnakse;küla;Harjumaa
Arvo;Kirss;M;1956-08-09;0000-00-00;Tõstamaa;alevik;Pärnumaa
Kairo;Aru;M;1914-02-28;2019-11-28;;;
Mihhail;Kohv;M;1945-05-28;1995-07-16;;;
Ako;Põdra;M;2002-10-14;0000-00-00;Katku;küla;Lääne-Virumaa
Valdo;Kikkas;M;1908-06-22;1965-12-01;;;
Kaupo;Kont;M;1928-05-15;0000-00-00;Palade;küla;Hiiumaa
Chris;Kulikov;M;1957-10-30;2010-10-24;;;
Olga;Salu;N;1974-09-30;1999-07-06;;;
Jan Erik;Smirnov;M;1969-04-24;1975-03-31;;;
Kert;Tamme;M;1909-01-07;2004-01-03;;;
Arseni;Maidla;M;1951-10-30;0000-00-00;Pädaste;küla;Saaremaa
Maarit;Lehiste;N;1925-12-06;1974-05-16;;;
Paula;Vaino;N;1947-10-09;1966-03-26;;;
Eva-Liisa;Pent;N;2014-04-21;0000-00-00;Kuigatsi;küla;Valgamaa
Maiko;Raag;M;1915-08-03;0000-00-00;Kiislova;küla;Võrumaa
Elena;Teearu;N;1993-04-09;0000-00-00;Kangrusselja;küla;Saaremaa
Anna-Liis;Sisask;N;1915-07-08;1993-04-14;;;
Fjodor;Paal;M;1982-11-17;0000-00-00;Villa;küla;Võrumaa
Krister;Tamberg;M;2000-12-19;2014-09-07;;;
Eliis;Taal;N;1949-06-24;1984-06-14;;;
Allan;Karu;M;1980-04-07;2009-03-20;;;
Maribel;Põder;N;1986-07-23;0000-00-00;Õru;alevik;Valgamaa
Adelina;Salumäe;N;1986-11-12;0000-00-00;Lohkva;küla;Tartumaa
Helerin;Kivimäe;N;2003-04-20;2018-12-10;;;
Raido;Heinsoo;M;1934-04-24;1941-12-20;;;
Aimar;Laas;M;1986-10-19;0000-00-00;Kirivere;küla;Viljandimaa
Galina;Ruus;N;1904-08-06;1993-10-13;;;
Reijo;Filippov;M;2007-12-25;0000-00-00;Talvikese;küla;Tartumaa
Adriana;Pulk;N;1931-09-20;0000-00-00;Loomse;küla;Pärnumaa
Avely;Kuzmin;N;2012-04-30;0000-00-00;Idavere;küla;Lääne-Virumaa
Kristin;Tali;N;2016-09-28;2018-07-06;;;
Margus;Lipp;M;2005-10-18;0000-00-00;Haavistu;küla;Võrumaa
Danila;Kodres;M;2009-12-18;0000-00-00;Villevere;küla;Järvamaa
Taavi;Kilk;M;1943-10-20;0000-00-00;Unakvere;küla;Viljandimaa
Älis;Sokk;N;2009-04-08;2014-05-09;;;
Adriana;Panov;N;1964-06-21;1970-03-21;;;
Monika;Reinsalu;N;2018-07-19;0000-00-00;Leerimetsa;küla;Hiiumaa
Keit;Aru;M;1921-10-24;0000-00-00;Sandla;küla;Saaremaa
Tiina;Oras;N;2009-06-04;2019-09-05;;;
Mait;Järve;M;1933-08-13;0000-00-00;Saare;küla;Tartumaa
Tõnu;Kondratjev;M;1904-10-08;1939-05-03;;;
Erik;Koitla;M;1962-07-28;1996-03-13;;;
Karl Martin;Mändla;M;1943-11-18;1986-03-18;;;
Jüri;Lillemets;M;1900-03-25;0000-00-00;Suure-Ahli;küla;Läänemaa
Arina;Lunin;N;1969-04-19;1980-08-22;;;
Janely;Kala;N;1936-05-01;1939-09-16;;;
Stina;Kask;N;1975-12-04;0000-00-00;Kahkva;küla;Põlvamaa
Polina;Sillaste;N;2009-06-10;2011-05-28;;;
Georg;Post;M;1909-06-26;1971-10-01;;;
Sulev;Jürgenson;M;1961-03-20;0000-00-00;Vanaküla;küla;Läänemaa
Jessica;Medvedev;N;1909-12-17;0000-00-00;Maetsma;küla;Ida-Virumaa
Karl Jakob;Uus;M;1917-08-12;0000-00-00;Ülensi;küla;Viljandimaa
Auli;Suvorov;N;1946-06-19;0000-00-00;Kirikumäe;küla;Võrumaa
Vallo;Iljin;M;1984-02-22;0000-00-00;Kõlunõmme;küla;Hiiumaa
Kadri;Petrov;N;1999-10-17;2009-11-16;;;
Veiko;Palu;M;1966-12-31;0000-00-00;Hulja;alevik;Lääne-Virumaa
Andi;Põldmaa;M;1932-10-07;1953-08-16;;;
Eric;Palm;M;1913-03-12;0000-00-00;Lepaküla;küla;Pärnumaa
Meelis;Anton;M;1913-01-02;0000-00-00;Linnuse;küla;Saaremaa
Arabella;Semenov;N;1904-01-28;0000-00-00;Kulla;küla;Viljandimaa
Nikolay;Piirsalu;M;1961-07-10;1980-02-07;;;
Svetlana;Kaljuvee;N;1993-08-25;2000-02-21;;;
Ingvar;Juhanson;M;2005-08-15;2009-09-01;;;
Keidi;Tamm;N;2017-03-09;2019-09-08;;;
Jegor;Maslov;M;1957-08-25;0000-00-00;Valgma;küla;Jõgevamaa
Miina;Silm;N;1941-03-04;0000-00-00;Lipniku;küla;Ida-Virumaa
Mait;Naumov;M;1960-05-31;2003-01-18;;;
Taavi;Kalmus;M;1957-09-13;2012-02-08;;;
